"Plot Title: 10324649"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 10324649, SEN S/N: 10324649)","Coupler Detached (LGR S/N: 10324649, SEN S/N: 10324649)","Coupler Attached (LGR S/N: 10324649, SEN S/N: 10324649)","Host Connected (LGR S/N: 10324649, SEN S/N: 10324649)","Stopped (LGR S/N: 10324649, SEN S/N: 10324649)","End Of File (LGR S/N: 10324649, SEN S/N: 10324649)"
1,05/03/19 09:00:00 AM,19.389,Logged,,,,
2,05/03/19 09:00:10 AM,19.389,,,,,
3,05/03/19 09:00:20 AM,19.389,,,,,
4,05/03/19 09:00:30 AM,19.389,,,,,
5,05/03/19 09:00:40 AM,19.389,,,,,
6,05/03/19 09:00:50 AM,19.389,,,,,
7,05/03/19 09:01:00 AM,19.389,,,,,
8,05/03/19 09:01:10 AM,19.389,,,,,
9,05/03/19 09:01:20 AM,19.389,,,,,
10,05/03/19 09:01:30 AM,19.389,,,,,
11,05/03/19 09:01:40 AM,19.389,,,,,
12,05/03/19 09:01:50 AM,19.389,,,,,
13,05/03/19 09:02:00 AM,19.389,,,,,
14,05/03/19 09:02:10 AM,19.389,,,,,
15,05/03/19 09:02:20 AM,19.389,,,,,
16,05/03/19 09:02:30 AM,19.389,,,,,
17,05/03/19 09:02:40 AM,19.389,,,,,
18,05/03/19 09:02:50 AM,19.389,,,,,
19,05/03/19 09:03:00 AM,19.389,,,,,
20,05/03/19 09:03:10 AM,19.389,,,,,
21,05/03/19 09:03:20 AM,19.389,,,,,
22,05/03/19 09:03:30 AM,19.389,,,,,
23,05/03/19 09:03:40 AM,19.389,,,,,
24,05/03/19 09:03:50 AM,19.413,,,,,
25,05/03/19 09:04:00 AM,19.389,,,,,
26,05/03/19 09:04:10 AM,19.413,,,,,
27,05/03/19 09:04:20 AM,19.389,,,,,
28,05/03/19 09:04:30 AM,19.389,,,,,
29,05/03/19 09:04:40 AM,19.389,,,,,
30,05/03/19 09:04:50 AM,19.413,,,,,
31,05/03/19 09:05:00 AM,19.413,,,,,
32,05/03/19 09:05:10 AM,19.413,,,,,
33,05/03/19 09:05:20 AM,19.413,,,,,
34,05/03/19 09:05:30 AM,19.413,,,,,
35,05/03/19 09:05:40 AM,19.413,,,,,
36,05/03/19 09:05:50 AM,19.413,,,,,
37,05/03/19 09:06:00 AM,19.436,,,,,
38,05/03/19 09:06:10 AM,19.436,,,,,
39,05/03/19 09:06:20 AM,19.436,,,,,
40,05/03/19 09:06:30 AM,19.436,,,,,
41,05/03/19 09:06:40 AM,19.436,,,,,
42,05/03/19 09:06:50 AM,19.436,,,,,
43,05/03/19 09:07:00 AM,19.460,,,,,
44,05/03/19 09:07:10 AM,19.460,,,,,
45,05/03/19 09:07:20 AM,19.460,,,,,
46,05/03/19 09:07:30 AM,19.460,,,,,
47,05/03/19 09:07:40 AM,19.460,,,,,
48,05/03/19 09:07:50 AM,19.484,,,,,
49,05/03/19 09:08:00 AM,19.484,,,,,
50,05/03/19 09:08:10 AM,19.484,,,,,
51,05/03/19 09:08:20 AM,19.484,,,,,
52,05/03/19 09:08:30 AM,19.484,,,,,
53,05/03/19 09:08:40 AM,19.484,,,,,
54,05/03/19 09:08:50 AM,19.508,,,,,
55,05/03/19 09:09:00 AM,19.508,,,,,
56,05/03/19 09:09:10 AM,19.508,,,,,
57,05/03/19 09:09:20 AM,19.508,,,,,
58,05/03/19 09:09:30 AM,19.508,,,,,
59,05/03/19 09:09:40 AM,19.532,,,,,
60,05/03/19 09:09:50 AM,19.532,,,,,
61,05/03/19 09:10:00 AM,19.532,,,,,
62,05/03/19 09:10:10 AM,19.532,,,,,
63,05/03/19 09:10:20 AM,19.532,,,,,
64,05/03/19 09:10:30 AM,19.532,,,,,
65,05/03/19 09:10:40 AM,19.532,,,,,
66,05/03/19 09:10:50 AM,19.532,,,,,
67,05/03/19 09:11:00 AM,19.555,,,,,
68,05/03/19 09:11:10 AM,19.555,,,,,
69,05/03/19 09:11:20 AM,19.555,,,,,
70,05/03/19 09:11:30 AM,19.555,,,,,
71,05/03/19 09:11:40 AM,19.555,,,,,
72,05/03/19 09:11:50 AM,19.579,,,,,
73,05/03/19 09:12:00 AM,19.579,,,,,
74,05/03/19 09:12:10 AM,19.579,,,,,
75,05/03/19 09:12:20 AM,19.579,,,,,
76,05/03/19 09:12:30 AM,19.603,,,,,
77,05/03/19 09:12:40 AM,19.627,,,,,
78,05/03/19 09:12:50 AM,19.651,,,,,
79,05/03/19 09:13:00 AM,19.651,,,,,
80,05/03/19 09:13:10 AM,19.674,,,,,
81,05/03/19 09:13:20 AM,19.674,,,,,
82,05/03/19 09:13:30 AM,19.698,,,,,
83,05/03/19 09:13:40 AM,19.698,,,,,
84,05/03/19 09:13:50 AM,19.698,,,,,
85,05/03/19 09:14:00 AM,19.722,,,,,
86,05/03/19 09:14:10 AM,19.722,,,,,
87,05/03/19 09:14:20 AM,19.722,,,,,
88,05/03/19 09:14:30 AM,19.722,,,,,
89,05/03/19 09:14:40 AM,19.722,,,,,
90,05/03/19 09:14:50 AM,19.722,,,,,
91,05/03/19 09:15:00 AM,19.722,,,,,
92,05/03/19 09:15:10 AM,19.746,,,,,
93,05/03/19 09:15:20 AM,19.746,,,,,
94,05/03/19 09:15:30 AM,19.746,,,,,
95,05/03/19 09:15:40 AM,19.746,,,,,
96,05/03/19 09:15:50 AM,19.746,,,,,
97,05/03/19 09:16:00 AM,19.746,,,,,
98,05/03/19 09:16:10 AM,19.746,,,,,
99,05/03/19 09:16:20 AM,19.746,,,,,
100,05/03/19 09:16:30 AM,19.770,,,,,
101,05/03/19 09:16:40 AM,19.770,,,,,
102,05/03/19 09:16:50 AM,19.770,,,,,
103,05/03/19 09:17:00 AM,19.770,,,,,
104,05/03/19 09:17:10 AM,19.770,,,,,
105,05/03/19 09:17:20 AM,19.770,,,,,
106,05/03/19 09:17:30 AM,19.793,,,,,
107,05/03/19 09:17:40 AM,19.793,,,,,
